"","country","year","urban_pop_percent","urban_growth","rural_growth","cap_city_pop","cap_percent_pop","cap_percent_urban","fertility_rate","infant_morality_per_thousand","life_exp","gender_ratio_lifeexp","continent","region","capital_pop","capital_pop_sign","capital_pop1","sign"
"179","China, Hong Kong SAR","2015",100,0.6,0,"7,246",100,100,1.2,1.4,84.3,0.934633027522936,"Asia","Eastern Asia",NA,"0",1,"1"
"180","China, Hong Kong SAR","2018",100,NA,NA,"7,429",NA,NA,NA,NA,NA,NA,"Asia","Eastern Asia",NA,"0",1,"missing"
"181","China, Macao SAR","2005",100,2.4,0,"483",100,100,NA,NA,NA,NA,"Asia","Eastern Asia",483,"1",483,"1"
"182","China, Macao SAR","2010",100,2.1,0,"537",100,100,1,3.4,83.1,0.928074245939675,"Asia","Eastern Asia",537,"1",537,"1"
"183","China, Macao SAR","2015",100,2.3,0,"601",100,100,1.2,2.8,84,0.934331797235023,"Asia","Eastern Asia",601,"1",601,"1"
"184","China, Macao SAR","2018",100,NA,NA,"632",NA,NA,NA,NA,NA,NA,"Asia","Eastern Asia",632,"1",632,"missing"
"185","Colombia","2005",76,1.9,-0.3,"7,299",16.9,22.2,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"186","Colombia","2010",78,1.7,-0.5,"8,418",18.3,23.5,2,15.5,75,0.91698595146871,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"187","Colombia","2015",79.8,1.4,-0.7,"9,708",20.1,25.2,1.9,13.2,76.3,0.924337957124842,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"188","Colombia","2018",80.8,NA,NA,"10,574",NA,NA,1.8,12.4,76.6,0.928301886792453,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"189","Comoros","2005",27.9,2.3,2.5,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"190","Comoros","2010",28,2.5,2.4,NA,NA,NA,4.8,62.4,61.1,0.939778129952456,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"191","Comoros","2015",28.5,2.7,2.3,NA,NA,NA,4.4,54.4,62.9,0.932515337423313,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"192","Comoros","2018",29,NA,NA,"62",NA,NA,4.3,51.3,63.6,0.931818181818182,"Africa","Sub-Saharan Africa",62,"1",62,"missing"
"193","Congo","2005",61,3.6,1.7,"1,269",34.1,56,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"194","Congo","2010",63.3,4,2.1,"1,576",35.9,56.8,4.8,43.6,61.7,0.964968152866242,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"195","Congo","2015",65.5,3.3,1.3,"1,958",39.2,59.8,4.6,37.6,63.2,0.965785381026439,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"196","Congo","2018",66.9,NA,NA,"2,230",NA,NA,4.4,35.4,63.8,0.95852534562212,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"197","Cook Islands","2005",71,3.4,-2,NA,NA,NA,NA,NA,NA,NA,"Oceania","Polynesia",NA,"0",1,"0"
"198","Cook Islands","2010",73.3,-0.6,-2.8,NA,NA,NA,2.6,9.2,73.5,0.898457583547558,"Oceania","Polynesia",NA,"0",1,"0"
"199","Cook Islands","2015",74.4,-0.9,-2.1,NA,NA,NA,2.4,7.5,74.2,0.901660280970626,"Oceania","Polynesia",NA,"0",1,"0"
"200","Cook Islands","2018",75.1,NA,NA,"13",NA,NA,NA,NA,NA,NA,"Oceania","Polynesia",13,"1",13,"missing"
"201","Costa Rica","2005",65.7,3.7,-1.9,"1,114",26.2,39.9,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"202","Costa Rica","2010",71.7,3.1,-2.5,"1,202",26.4,36.9,1.9,9.1,78.7,0.940813810110974,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"203","Costa Rica","2015",76.9,2.5,-2.9,"1,297",27,35.1,1.8,7.8,79.1,0.939950980392157,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"204","Costa Rica","2018",79.3,NA,NA,"1,358",NA,NA,1.7,7.4,79.4,0.942542787286064,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"205","Côte d’Ivoire","2005",45.2,2.8,1.1,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"206","Côte d’Ivoire","2010",47.3,3,1.4,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"207","Côte d’Ivoire","2015",49.4,3.4,1.7,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"208","Côte d’Ivoire","2018",50.8,NA,NA,"231",NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",231,"1",231,"missing"
"209","Croatia","2005",54.3,0.1,-0.6,"690",15.8,29,NA,NA,NA,NA,"Europe","Southern Europe",690,"1",690,"0"
"210","Croatia","2010",55.2,0.1,-0.6,"688",15.9,28.8,1.5,3.9,76.8,0.92,"Europe","Southern Europe",688,"1",688,"0"
"211","Croatia","2015",56.2,-0.1,-0.9,"687",16.2,28.9,1.4,3.8,77.6,0.925465838509317,"Europe","Southern Europe",687,"1",687,"0"
"212","Croatia","2018",56.9,NA,NA,"686",NA,NA,1.4,3.7,78.1,0.929542645241038,"Europe","Southern Europe",686,"1",686,"missing"
"213","Cuba","2005",76.1,0.5,-0.4,"2,180",19.3,25.4,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"214","Cuba","2010",76.6,0.2,-0.3,"2,143",18.9,24.7,1.7,5.2,77.7,0.94375,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"215","Cuba","2015",76.9,0.3,0,"2,124",18.5,24.1,1.7,4.6,77.8,0.942571785268415,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"216","Cuba","2018",77,NA,NA,"2,136",NA,NA,1.6,4.4,77.5,0.937578027465668,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"217","Curaçao","2005",90.5,-0.5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"1"
"218","Curaçao","2010",89.9,2.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"1"
"219","Curaçao","2015",89.4,1.2,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"1"
"220","Curaçao","2018",89.1,NA,NA,"144",NA,NA,NA,NA,NA,NA,NA,NA,144,"1",144,"missing"
"221","Cyprus","2005",68.3,1.6,2,NA,NA,NA,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"1"
"222","Cyprus","2010",67.6,1.4,2,NA,NA,NA,1.4,2.9,79.7,0.94390243902439,"Asia","Western Asia",NA,"0",1,"1"
"223","Cyprus","2015",66.9,0.7,1.2,NA,NA,NA,1.3,2.5,81,0.95416164053076,"Asia","Western Asia",NA,"0",1,"1"
"224","Cyprus","2018",66.8,NA,NA,"269",NA,NA,1.3,2.4,81.3,0.949640287769784,"Asia","Western Asia",269,"1",269,"missing"
"225","Czechia","2005",73.6,-0.2,0.2,"1,199",11.7,15.9,NA,NA,NA,NA,"Europe","Eastern Europe",NA,"0",1,"1"
"226","Czechia","2010",73.3,0.4,0.8,"1,234",11.7,16,1.5,2.6,77.6,0.921933085501859,"Europe","Eastern Europe",NA,"0",1,"1"
"227","Czechia","2015",73.5,0.2,0,"1,269",12,16.3,1.6,2.5,78.6,0.92760736196319,"Europe","Eastern Europe",NA,"0",1,"1"
"228","Czechia","2018",73.8,NA,NA,"1,292",NA,NA,1.7,2.7,79,0.927960927960928,"Europe","Eastern Europe",NA,"0",1,"missing"
"229","Dem. People's Rep. Korea","2005",59.8,1,0.6,"2,805",11.7,19.6,NA,NA,NA,NA,"Asia","Eastern Asia",NA,"0",1,"1"
"230","Dem. People's Rep. Korea","2010",60.4,0.8,0.3,"2,861",11.6,19.3,1.8,23.1,70.4,0.904761904761905,"Asia","Eastern Asia",NA,"0",1,"1"
"231","Dem. People's Rep. Korea","2015",61.3,0.8,0.1,"2,970",11.8,19.2,1.9,16.8,72.8,0.92317880794702,"Asia","Eastern Asia",NA,"0",1,"1"
"232","Dem. People's Rep. Korea","2018",61.9,NA,NA,"3,038",NA,NA,1.9,15.3,73,0.928571428571429,"Asia","Eastern Asia",NA,"0",1,"missing"
"233","Dem. Rep. of the Congo","2005",37.5,4.3,2.3,"7,589",13.9,37,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"234","Dem. Rep. of the Congo","2010",40,4.6,2.5,"9,382",14.5,36.3,6.6,72.2,56.4,0.944827586206897,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"235","Dem. Rep. of the Congo","2015",42.7,4.6,2.4,"11,598",15.2,35.6,6.4,62.2,58.5,0.940298507462687,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"236","Dem. Rep. of the Congo","2018",44.5,NA,NA,"13,171",NA,NA,6.3,58.6,59.4,0.944353518821604,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"237","Denmark","2005",85.9,0.5,-0.7,"1,127",20.8,24.2,NA,NA,NA,NA,"Europe","Northern Europe",NA,"0",1,"0"
"238","Denmark","2010",86.8,0.7,-0.9,"1,192",21.5,24.7,1.9,3.4,79.2,0.948339483394834,"Europe","Northern Europe",NA,"0",1,"0"
"239","Denmark","2015",87.5,0.6,-0.7,"1,271",22.3,25.5,1.7,3.7,80.7,0.952841596130592,"Europe","Northern Europe",NA,"0",1,"0"
"240","Denmark","2018",87.9,NA,NA,"1,321",NA,NA,1.7,3.7,81.1,0.951865222623345,"Europe","Northern Europe",NA,"0",1,"missing"
"241","Djibouti","2005",76.8,1.8,1.6,"442",56.5,73.6,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",442,"1",442,"1"
"242","Djibouti","2010",77,1.7,1.5,"485",57,74,3.4,51.3,60.3,0.935794542536116,"Africa","Sub-Saharan Africa",485,"1",485,"1"
"243","Djibouti","2015",77.4,1.8,1.4,"531",57.3,74,3.1,45.2,62,0.92846034214619,"Africa","Sub-Saharan Africa",531,"1",531,"1"
"244","Djibouti","2018",77.8,NA,NA,"562",NA,NA,3,42.9,62.8,0.924961715160796,"Africa","Sub-Saharan Africa",562,"1",562,"missing"
"245","Dominica","2005",66.6,0.7,-0.5,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"246","Dominica","2010",68.1,0.7,-0.7,NA,NA,NA,1.9,21.2,71.6,0.917222963951936,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"247","Dominica","2015",69.6,0.9,-0.5,NA,NA,NA,1.7,33.9,68.7,0.936708860759494,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"248","Dominica","2018",70.5,NA,NA,"15",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",15,"1",15,"missing"
"249","Dominican Republic","2005",67.4,3.3,-1.7,"2,297",24.9,36.9,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"250","Dominican Republic","2010",73.8,3.2,-3,"2,601",26.3,35.6,2.5,28.5,72.1,0.910171730515192,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"251","Dominican Republic","2015",78.6,2.5,-2.8,"2,945",28,35.6,2.4,28.3,73,0.913612565445026,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"252","Dominican Republic","2018",81.1,NA,NA,"3,172",NA,NA,2.4,28.3,73.1,0.918741808650065,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"253","Ecuador","2005",61.7,2.1,1,"1,479",10.8,17.5,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"254","Ecuador","2010",62.7,2,1.2,"1,598",10.7,17.1,2.6,16,75.4,0.923566878980892,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"255","Ecuador","2015",63.4,1.8,1.2,"1,734",10.7,16.9,2.3,13,76.8,0.939393939393939,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"256","Ecuador","2018",63.8,NA,NA,"1,822",NA,NA,2.2,12.2,77,0.939546599496222,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"257","Egypt","2005",43,2,1.8,"15,174",19.8,45.9,NA,NA,NA,NA,"Africa","Northern Africa",NA,"0",1,"1"
"258","Egypt","2010",43,1.8,1.8,"16,899",20.1,46.7,3.2,23.8,69.7,0.928077455048409,"Africa","Northern Africa",NA,"0",1,"1"
"259","Egypt","2015",42.8,2.1,2.3,"18,820",20.1,46.9,3.4,19.6,70.5,0.930232558139535,"Africa","Northern Africa",NA,"0",1,"1"
"260","Egypt","2018",42.7,NA,NA,"20,076",NA,NA,3.2,18.2,71.3,0.928378378378378,"Africa","Northern Africa",NA,"0",1,"missing"
"261","El Salvador","2005",61.6,1.5,-0.8,"1,074",17.8,28.9,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"262","El Salvador","2010",65.5,1.6,-1.6,"1,086",17.6,26.9,2.2,16.3,71.8,0.881889763779528,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"263","El Salvador","2015",69.7,1.7,-2.1,"1,099",17.4,25,2.1,13.1,71.8,0.872062663185379,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"264","El Salvador","2018",72,NA,NA,"1,107",NA,NA,1.9,12.2,72.3,0.863225806451613,"Americas","Latin America and the Caribbean",NA,"0",1,"missing"
"265","Equatorial Guinea","2005",57.7,7.4,0.5,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"266","Equatorial Guinea","2010",65.9,7.2,0.2,NA,NA,NA,5.2,79.6,57.9,0.944630872483221,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"267","Equatorial Guinea","2015",70.6,5.6,1.3,NA,NA,NA,4.8,68.1,60.1,0.938808373590982,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"268","Equatorial Guinea","2018",72.1,NA,NA,"297",NA,NA,4.6,64.1,60.8,0.939490445859873,"Africa","Sub-Saharan Africa",297,"1",297,"missing"
"269","Eritrea","2005",31.1,6.3,1.9,"558",14.1,45.2,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",558,"1",558,"1"
"270","Eritrea","2010",35.2,4.5,0.8,"670",15.3,43.4,4.6,39,63.8,0.946564885496183,"Africa","Sub-Saharan Africa",670,"1",670,"1"
"271","Eritrea","2015",38.2,3.6,1,"803",16.6,43.4,4.2,33.9,66,0.941176470588235,"Africa","Sub-Saharan Africa",803,"1",803,"1"
"272","Eritrea","2018",40.1,NA,NA,"896",NA,NA,4.1,32.2,66.6,0.943065693430657,"Africa","Sub-Saharan Africa",896,"1",896,"missing"
"273","Estonia","2005",68.7,-0.8,-0.2,"397",29.3,42.6,NA,NA,NA,NA,"Europe","Northern Europe",397,"1",397,"0"
"274","Estonia","2010",68.1,-0.5,0.1,"394",29.6,43.5,1.7,4.1,75.7,0.879353233830846,"Europe","Northern Europe",394,"1",394,"1"
"275","Estonia","2015",68.4,-0.2,-0.5,"416",31.6,46.3,1.6,2.8,77.7,0.894736842105263,"Europe","Northern Europe",416,"1",416,"0"
"276","Estonia","2018",68.9,NA,NA,"437",NA,NA,1.6,2.6,78,0.896341463414634,"Europe","Northern Europe",437,"1",437,"missing"
"277","Eswatini","2005",22,0.2,1,NA,NA,NA,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"278","Eswatini","2010",22.5,2.1,1.6,NA,NA,NA,3.4,61.3,46.6,0.929606625258799,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"279","Eswatini","2015",23.3,2.6,1.6,NA,NA,NA,3.1,43,55,0.896729776247849,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"280","Eswatini","2018",23.8,NA,NA,"68",NA,NA,3,43.4,57.9,0.886178861788618,"Africa","Sub-Saharan Africa",68,"1",68,"missing"
"281","Ethiopia","2005",15.7,4.1,2.6,"2,634",3.4,21.9,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"282","Ethiopia","2010",17.3,4.6,2.3,"3,126",3.6,20.6,5.2,54.4,59.7,0.933656957928803,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"283","Ethiopia","2015",19.4,4.9,2.1,"3,871",3.9,19.9,4.5,43.2,63.6,0.92156862745098,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"284","Ethiopia","2018",20.8,NA,NA,"4,400",NA,NA,4.4,39.6,64.8,0.922962962962963,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"285","Falkland Islands (Malvinas)","2005",70.8,1.3,-1.7,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"286","Falkland Islands (Malvinas)","2010",73.7,0.2,-2.6,NA,NA,NA,1.5,10.7,77.7,0.951127819548872,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"287","Falkland Islands (Malvinas)","2015",76.3,1,-1.8,NA,NA,NA,1.6,10.1,78.2,0.956304619225968,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"288","Falkland Islands (Malvinas)","2018",77.7,NA,NA,"2",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",2,"1",2,"missing"
"289","Faroe Islands","2005",39.8,2.2,-0.7,NA,NA,NA,NA,NA,NA,NA,"Europe","Northern Europe",NA,"0",1,"0"
"290","Faroe Islands","2010",40.9,0.7,-0.3,NA,NA,NA,2.5,6.1,77.2,0.959442332065906,"Europe","Northern Europe",NA,"0",1,"0"
"291","Faroe Islands","2015",41.6,0.5,-0.1,NA,NA,NA,2.4,5.3,79.7,0.947560975609756,"Europe","Northern Europe",NA,"0",1,"0"
"292","Faroe Islands","2018",42.1,NA,NA,"21",NA,NA,NA,NA,NA,NA,"Europe","Northern Europe",21,"1",21,"missing"
"293","Fiji","2005",49.9,1.1,-0.5,NA,NA,NA,NA,NA,NA,NA,"Oceania","Melanesia",NA,"0",1,"0"
"294","Fiji","2010",52.2,1.8,0,NA,NA,NA,2.7,19.8,67.3,0.945165945165945,"Oceania","Melanesia",NA,"0",1,"1"
"295","Fiji","2015",54.7,1.7,-0.4,NA,NA,NA,2.6,20.3,66.8,0.941944847605225,"Oceania","Melanesia",NA,"0",1,"0"
"296","Fiji","2018",56.2,NA,NA,"178",NA,NA,2.6,21.3,67.8,0.946915351506456,"Oceania","Melanesia",178,"1",178,"missing"
"297","Finland","2005",82.9,0.4,-0.6,"1,067",20.3,24.5,NA,NA,NA,NA,"Europe","Northern Europe",NA,"0",1,"0"
"298","Finland","2010",83.8,0.6,-0.6,"1,126",21,25.1,1.9,2.3,80,0.921875,"Europe","Northern Europe",NA,"0",1,"0"
"299","Finland","2015",85.2,0.8,-1.5,"1,222",22.3,26.2,1.6,1.7,81.4,0.933491686460807,"Europe","Northern Europe",NA,"0",1,"0"
"300","Finland","2018",85.4,NA,NA,"1,279",NA,NA,1.5,2,81.5,0.934679334916865,"Europe","Northern Europe",NA,"0",1,"missing"
"301","France","2005",77.1,0.9,-0.5,"10,092",16.5,21.4,NA,NA,NA,NA,"Europe","Western Europe",NA,"0",1,"0"
"302","France","2010",78.4,0.9,-0.5,"10,460",16.6,21.2,2,3.6,81.4,0.920897284533648,"Europe","Western Europe",NA,"0",1,"0"
"303","France","2015",79.7,0.8,-0.8,"10,734",16.7,20.9,1.9,3.6,82.2,0.927230046948357,"Europe","Western Europe",NA,"0",1,"0"
"304","France","2018",80.4,NA,NA,"10,901",NA,NA,1.9,3.8,82.5,0.930913348946136,"Europe","Western Europe",NA,"0",1,"missing"
"305","French Guiana","2005",81.1,5,2.4,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"306","French Guiana","2010",82.9,3.2,0.8,NA,NA,NA,3.5,9.7,75.8,0.920353982300885,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"307","French Guiana","2015",84.5,3.1,0.8,NA,NA,NA,3.5,8.9,76.7,0.930904522613065,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"308","French Guiana","2018",85.3,NA,NA,"58",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",58,"1",58,"missing"
"309","French Polynesia","2005",57.4,1.9,0.8,NA,NA,NA,NA,NA,NA,NA,"Oceania","Polynesia",NA,"0",1,"1"
"310","French Polynesia","2010",60.3,2,-0.4,NA,NA,NA,2.2,7.4,81,0.937947494033413,"Oceania","Polynesia",NA,"0",1,"0"
"311","French Polynesia","2015",61.7,1.2,0,NA,NA,NA,1.9,6.3,82.4,0.940070505287897,"Oceania","Polynesia",NA,"0",1,"1"
"312","French Polynesia","2018",61.8,NA,NA,"136",NA,NA,NA,NA,NA,NA,"Oceania","Polynesia",136,"1",136,"missing"
"313","Gabon","2005",82.5,3.5,-1.1,"563",40.1,48.7,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",563,"1",563,"0"
"314","Gabon","2010",85.5,3.9,-0.7,"649",39.5,46.2,4.2,42.4,63.9,0.943768996960486,"Africa","Sub-Saharan Africa",649,"1",649,"0"
"315","Gabon","2015",88.1,3.9,-0.7,"747",38.7,43.9,3.9,35.6,65.5,0.935103244837758,"Africa","Sub-Saharan Africa",747,"1",747,"0"
"316","Gabon","2018",89.4,NA,NA,"813",NA,NA,3.8,32.6,66.2,0.931586608442504,"Africa","Sub-Saharan Africa",813,"1",813,"missing"
"317","Gambia","2005",52,4.8,1.5,"368",25.5,49,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",368,"1",368,"1"
"318","Gambia","2010",55.7,4.5,1.6,"393",23.3,41.8,5.7,43.9,60.7,0.970779220779221,"Africa","Sub-Saharan Africa",393,"1",393,"1"
"319","Gambia","2015",59.2,4.4,1.4,"420",21.3,35.9,5.3,36.9,62.5,0.965408805031447,"Africa","Sub-Saharan Africa",420,"1",420,"1"
"320","Gambia","2018",61.3,NA,NA,"437",NA,NA,5.1,34.5,63,0.959564541213064,"Africa","Sub-Saharan Africa",437,"1",437,"missing"
"321","Georgia","2005",53.6,-0.7,-1.4,"1,081",24.1,44.9,NA,NA,NA,NA,"Asia","Western Asia",NA,"0",1,"0"
"322","Georgia","2010",55.5,-0.5,-2,"1,079",25.5,45.9,1.9,12.7,72.1,0.882506527415144,"Asia","Western Asia",NA,"0",1,"0"
"323","Georgia","2015",57.4,-0.7,-2.2,"1,078",27.3,47.5,2.2,9.5,73.3,0.87708066581306,"Asia","Western Asia",NA,"0",1,"0"
"324","Georgia","2018",58.6,NA,NA,"1,077",NA,NA,2.1,8.9,73.6,0.879795396419437,"Asia","Western Asia",NA,"0",1,"missing"
"325","Germany","2005",76,0.3,-0.8,"3,391",4.2,5.5,NA,NA,NA,NA,"Europe","Western Europe",NA,"0",1,"0"
"326","Germany","2010",77,0.1,-1,"3,450",4.3,5.5,1.4,3.5,80.1,0.937046004842615,"Europe","Western Europe",NA,"0",1,"0"
"327","Germany","2015",77.2,0.3,0,"3,514",4.3,5.6,1.5,3.3,80.6,0.940963855421687,"Europe","Western Europe",NA,"0",1,"1"
"328","Germany","2018",77.3,NA,NA,"3,552",NA,NA,1.6,3.2,80.9,0.943577430972389,"Europe","Western Europe",NA,"0",1,"missing"
"329","Ghana","2005",47.3,4.1,1.3,"1,854",8.6,18.2,NA,NA,NA,NA,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"330","Ghana","2010",50.7,4,1.2,"2,060",8.4,16.6,4.2,47,61.2,0.9568,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"331","Ghana","2015",54.1,3.6,0.9,"2,290",8.3,15.3,4.1,38.7,63.2,0.944615384615385,"Africa","Sub-Saharan Africa",NA,"0",1,"1"
"332","Ghana","2018",56.1,NA,NA,"2,439",NA,NA,3.7,36.2,64,0.942336874051593,"Africa","Sub-Saharan Africa",NA,"0",1,"missing"
"333","Gibraltar","2005",100,0.6,0,NA,NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"1"
"334","Gibraltar","2010",100,0.7,0,NA,NA,NA,1.8,10.9,81,0.925089179548157,"Europe","Southern Europe",NA,"0",1,"1"
"335","Gibraltar","2015",100,0.6,0,NA,NA,NA,2.2,11.4,80.4,0.913301662707839,"Europe","Southern Europe",NA,"0",1,"1"
"336","Gibraltar","2018",100,NA,NA,"35",NA,NA,NA,NA,NA,NA,"Europe","Southern Europe",35,"1",35,"missing"
"337","Greece","2005",74.5,0.8,-1,"3,180",28.1,37.8,NA,NA,NA,NA,"Europe","Southern Europe",NA,"0",1,"0"
"338","Greece","2010",76.3,0.7,-1.2,"3,170",27.7,36.3,1.4,3.4,80.5,0.931654676258993,"Europe","Southern Europe",NA,"0",1,"0"
"339","Greece","2015",78,0.1,-1.9,"3,161",28.2,36.1,1.3,3.8,80.7,0.931818181818182,"Europe","Southern Europe",NA,"0",1,"0"
"340","Greece","2018",79.1,NA,NA,"3,156",NA,NA,1.3,3.8,80.9,0.935406698564593,"Europe","Southern Europe",NA,"0",1,"missing"
"341","Greenland","2005",82.9,0.6,-1.1,NA,NA,NA,NA,NA,NA,NA,"Americas","Northern America",NA,"0",1,"0"
"342","Greenland","2010",84.4,0.3,-2,NA,NA,NA,2.2,9.3,70.3,0.91869918699187,"Americas","Northern America",NA,"0",1,"0"
"343","Greenland","2015",86.1,0.3,-2.4,NA,NA,NA,2.1,9.6,72.1,0.918097754293263,"Americas","Northern America",NA,"0",1,"0"
"344","Greenland","2018",86.8,NA,NA,"18",NA,NA,NA,NA,NA,NA,"Americas","Northern America",18,"1",18,"missing"
"345","Grenada","2005",35.9,0.4,0.2,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"346","Grenada","2010",35.9,0.3,0.3,NA,NA,NA,2.2,12.4,75,0.934278350515464,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"347","Grenada","2015",36,0.5,0.4,NA,NA,NA,2.1,13.3,75,0.924455825864277,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"348","Grenada","2018",36.3,NA,NA,"39",NA,NA,2.1,13.6,74.8,0.925449871465296,"Americas","Latin America and the Caribbean",39,"1",39,"missing"
"349","Guadeloupe","2005",98.4,0.7,0.7,NA,NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"350","Guadeloupe","2010",98.4,0.5,0.4,NA,NA,NA,2.2,6.3,80.5,0.916567342073897,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
"351","Guadeloupe","2015",98.4,0,-0.4,NA,NA,NA,2.2,5.2,81.9,0.915592028135991,"Americas","Latin America and the Caribbean",NA,"0",1,"0"
"352","Guadeloupe","2018",98.5,NA,NA,"58",NA,NA,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",58,"1",58,"missing"
"353","Guam","2005",93.6,0.5,-1.1,NA,NA,NA,NA,NA,NA,NA,"Oceania","Micronesia",NA,"0",1,"0"
"354","Guam","2010",94.1,0.2,-1.4,NA,NA,NA,3,11.6,76.9,0.914285714285714,"Oceania","Micronesia",NA,"0",1,"0"
"355","Guam","2015",94.5,0.4,-1.2,NA,NA,NA,2.9,11.7,76.6,0.908074534161491,"Oceania","Micronesia",NA,"0",1,"0"
"356","Guam","2018",94.8,NA,NA,"147",NA,NA,NA,NA,NA,NA,"Oceania","Micronesia",147,"1",147,"missing"
"357","Guatemala","2005",46.9,3,1.8,"2,302",17.6,37.5,NA,NA,NA,NA,"Americas","Latin America and the Caribbean",NA,"0",1,"1"
